time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-07-20 08:13:54.458 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23351193400,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,14,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,370003200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:14:54.459 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23350779704,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,9,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,371009880,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:15:54.460 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23349034808,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,371652072,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:16:54.461 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23350193976,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,14,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,372373400, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:17:54.463 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23350124344,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,13,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,373506912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:18:54.464 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23351086904,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,14,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,374507984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:19:54.465 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23350890296,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,13,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,375078720,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:20:54.466 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23351000888,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,75,75,33,75, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,376359520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:21:54.467 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23350722360,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,13,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,377820312, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:22:54.468 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23350619960,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,19,19,16,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,380042768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:23:54.470 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23350730552,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,15,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,381170904, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:24:54.471 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23353696056,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,14,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,381892192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:25:54.473 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23353577272,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,18,18,16,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,383308496, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:26:54.474 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23353392952,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,14,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,384977672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:27:54.475 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23353302840,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,14,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,385263040, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:28:54.477 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23353458488,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,15,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,387011416, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:29:54.478 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23351787320,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,13,13,12,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,387991952, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:30:54.479 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23348952888,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,18,18,16,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,389549520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:31:54.480 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23349153592,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,18,18,15,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,390120312, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:32:54.482 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23348916024,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,390849544, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:33:54.483 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23348674360,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,14,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,391417952, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:34:54.484 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23348428600,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,18,18,15,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,391988768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:35:54.486 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23349632824,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,20,20,12,20, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,392710000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:36:54.487 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23349333816,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,20,20,17,20, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,394167696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:37:54.488 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23349051192,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,396316800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:38:54.490 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23348743992,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,9,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,397444984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:39:54.491 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23359627064,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,18,18,15,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,398868496, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:40:54.493 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23359450936,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,399566208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:41:54.494 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23358074680,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,13,13,13,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,400570288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:42:54.495 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23357636408,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,402081080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:43:54.496 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23357280056,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,15,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,402802376, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:44:54.497 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23347502904,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,12,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,403087768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:45:54.498 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23342284600,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,12,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,404377312,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:46:54.499 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23339745080,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,9,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,404987472, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:47:54.500 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23338979128,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,12,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,406949336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:48:54.517 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23344500536,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,22,22,16,22, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,407932464, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 08:49:54.518 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23346990904,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,14,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,410242528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
